trajectory_id,enzyme,protein_id,pet_length,direction,replica_id,run_id,planned_production_ns,final_logged_step,final_logged_time_ns,log_finished_mdrun,time_check_scope,retention_fraction,retention_class,analysis_window_ns,production_gate_verdict,stability_verdict,pbc_verdict,clash_verdict,nvt_gen_seed,gromacs_version_registry,gromacs_version_log,case_manifest_provenance
Pro00083__PET_L20__tail-side__r1,IsPETase,Pro00083,20,tail-side,1,pro00083_petl20_b200h200x32_binding001_20260615T121700Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,1.0000,retained,20-100,PRODUCTION_WARN,WARN,PASS,PASS,1865915573,2025.4,2025.4,deployed_run_copy
Pro00083__PET_L20__tail-side__r2,IsPETase,Pro00083,20,tail-side,2,pro00083_petl20_b200h200x32_binding001_20260615T121700Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,0.9834,retained,20-100,PRODUCTION_WARN,WARN,PASS,PASS,1351537991,2025.4,2025.4,deployed_run_copy
Pro00083__PET_L20__tail-side__r3,IsPETase,Pro00083,20,tail-side,3,pro00083_petl20_b200h200x32_binding001_20260615T121700Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,0.3016,detached,20-100,PRODUCTION_FAIL,WARN,PASS,PASS,1003731773,2025.4,2025.4,deployed_run_copy
Pro00121__PET_L4__single__r1,HiC,Pro00121,4,single,1,pro00121_petl4_b200h200x32_binding001_20260629T193859Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,0.3301,detached,20-100,PRODUCTION_FAIL,PASS,PASS,PASS,20260629,2025.4,2025.4,deployed_run_copy
Pro00121__PET_L4__single__r2,HiC,Pro00121,4,single,2,pro00121_petl4_b200h200x32_binding001_20260629T193859Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,0.2390,detached,20-100,PRODUCTION_FAIL,PASS,PASS,PASS,20260630,2025.4,2025.4,deployed_run_copy
Pro00121__PET_L4__single__r3,HiC,Pro00121,4,single,3,pro00121_petl4_b200h200x32_binding001_20260629T193859Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,0.6865,partial,20-100,PRODUCTION_WARN,PASS,PASS,PASS,20260631,2025.4,2025.4,deployed_run_copy
Pro00121__PET_L10__bidirectional__r1,HiC,Pro00121,10,bidirectional,1,pro00121_petl10_b200h200x32_binding001_20260701T051222Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,0.2431,detached,20-100,PRODUCTION_FAIL,PASS,PASS,PASS,1645844766,2025.4,2025.4,deployed_run_copy
Pro00121__PET_L10__bidirectional__r2,HiC,Pro00121,10,bidirectional,2,pro00121_petl10_b200h200x32_binding001_20260701T051222Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,0.2501,detached,20-100,PRODUCTION_FAIL,PASS,PASS,PASS,633740548,2025.4,2025.4,deployed_run_copy
Pro00121__PET_L10__bidirectional__r3,HiC,Pro00121,10,bidirectional,3,pro00121_petl10_b200h200x32_binding001_20260701T051222Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,1.0000,retained,20-100,PRODUCTION_PASS,PASS,PASS,PASS,662398572,2025.4,2025.4,deployed_run_copy
Pro00121__PET_L10__head-side__r1,HiC,Pro00121,10,head-side,1,pro00121_petl10_b200h200x32_binding001_20260701T051222Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,0.7002,partial,20-100,PRODUCTION_WARN,PASS,PASS,PASS,58013712,2025.4,2025.4,deployed_run_copy
Pro00121__PET_L10__head-side__r2,HiC,Pro00121,10,head-side,2,pro00121_petl10_b200h200x32_binding001_20260701T051222Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,1.0000,retained,20-100,PRODUCTION_PASS,PASS,PASS,PASS,1795400810,2025.4,2025.4,deployed_run_copy
Pro00121__PET_L10__head-side__r3,HiC,Pro00121,10,head-side,3,pro00121_petl10_b200h200x32_binding001_20260701T051222Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,0.0011,detached,20-100,PRODUCTION_FAIL,PASS,PASS,PASS,1677961830,2025.4,2025.4,deployed_run_copy
Pro00121__PET_L10__tail-side__r1,HiC,Pro00121,10,tail-side,1,pro00121_petl10_b200h200x32_binding001_20260701T051222Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,1.0000,retained,20-100,PRODUCTION_PASS,PASS,PASS,PASS,2100904792,2025.4,2025.4,deployed_run_copy
Pro00121__PET_L10__tail-side__r2,HiC,Pro00121,10,tail-side,2,pro00121_petl10_b200h200x32_binding001_20260701T051222Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,1.0000,retained,20-100,PRODUCTION_PASS,PASS,PASS,PASS,565133279,2025.4,2025.4,deployed_run_copy
Pro00121__PET_L10__tail-side__r3,HiC,Pro00121,10,tail-side,3,pro00121_petl10_b200h200x32_binding001_20260701T051222Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,1.0000,retained,20-100,PRODUCTION_PASS,PASS,PASS,PASS,1367245587,2025.4,2025.4,deployed_run_copy
Pro00121__PET_L20__bidirectional__r1,HiC,Pro00121,20,bidirectional,1,pro00121_petl20_b200h200x32_binding001_20260701T051222Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,1.0000,retained,20-100,PRODUCTION_PASS,PASS,PASS,PASS,413752005,2025.4,2025.4,deployed_run_copy
Pro00121__PET_L20__bidirectional__r2,HiC,Pro00121,20,bidirectional,2,pro00121_petl20_b200h200x32_binding001_20260701T051222Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,1.0000,retained,20-100,PRODUCTION_PASS,PASS,PASS,PASS,88876433,2025.4,2025.4,deployed_run_copy
Pro00121__PET_L20__bidirectional__r3,HiC,Pro00121,20,bidirectional,3,pro00121_petl20_b200h200x32_binding001_20260701T051222Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,1.0000,retained,20-100,PRODUCTION_PASS,PASS,PASS,PASS,578938906,2025.4,2025.4,deployed_run_copy
Pro00121__PET_L20__head-side__r1,HiC,Pro00121,20,head-side,1,pro00121_petl20_b200h200x32_binding001_20260701T051222Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,1.0000,retained,20-100,PRODUCTION_PASS,PASS,PASS,PASS,775221400,2025.4,2025.4,deployed_run_copy
Pro00121__PET_L20__head-side__r2,HiC,Pro00121,20,head-side,2,pro00121_petl20_b200h200x32_binding001_20260701T051222Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,1.0000,retained,20-100,PRODUCTION_PASS,PASS,PASS,PASS,148966709,2025.4,2025.4,deployed_run_copy
Pro00121__PET_L20__head-side__r3,HiC,Pro00121,20,head-side,3,pro00121_petl20_b200h200x32_binding001_20260701T051222Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,1.0000,retained,20-100,PRODUCTION_PASS,PASS,PASS,PASS,488306061,2025.4,2025.4,deployed_run_copy
Pro00121__PET_L20__tail-side__r1,HiC,Pro00121,20,tail-side,1,pro00121_petl20_b200h200x32_binding001_20260701T051222Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,1.0000,retained,20-100,PRODUCTION_PASS,PASS,PASS,PASS,1780352030,2025.4,2025.4,deployed_run_copy
Pro00121__PET_L20__tail-side__r2,HiC,Pro00121,20,tail-side,2,pro00121_petl20_b200h200x32_binding001_20260701T051222Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,1.0000,retained,20-100,PRODUCTION_PASS,PASS,PASS,PASS,84682220,2025.4,2025.4,deployed_run_copy
Pro00121__PET_L20__tail-side__r3,HiC,Pro00121,20,tail-side,3,pro00121_petl20_b200h200x32_binding001_20260701T051222Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,0.1425,detached,20-100,PRODUCTION_FAIL,PASS,PASS,PASS,1444217912,2025.4,2025.4,deployed_run_copy
Pro00137__PET_L4__single__r1,PHL7,Pro00137,4,single,1,pro00137_petl4_b200h200x32_binding001_20260627T162743Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,0.1255,detached,20-100,PRODUCTION_FAIL,PASS,PASS,PASS,20260627,2025.4,2025.4,deployed_run_copy
Pro00137__PET_L4__single__r2,PHL7,Pro00137,4,single,2,pro00137_petl4_b200h200x32_binding001_20260627T162743Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,1.0000,retained,20-100,PRODUCTION_PASS,PASS,PASS,PASS,20260628,2025.4,2025.4,deployed_run_copy
Pro00137__PET_L4__single__r3,PHL7,Pro00137,4,single,3,pro00137_petl4_b200h200x32_binding001_20260627T162743Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,0.3713,detached,20-100,PRODUCTION_FAIL,PASS,PASS,PASS,20260629,2025.4,2025.4,deployed_run_copy
Pro00137__PET_L10__bidirectional__r1,PHL7,Pro00137,10,bidirectional,1,pro00137_petl10_b200h200x32_binding001_20260627T181925Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,0.6134,partial,20-100,PRODUCTION_WARN,PASS,PASS,PASS,1821415808,2025.4,2025.4,deployed_run_copy
Pro00137__PET_L10__bidirectional__r2,PHL7,Pro00137,10,bidirectional,2,pro00137_petl10_b200h200x32_binding001_20260627T181925Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,0.3543,detached,20-100,PRODUCTION_FAIL,PASS,PASS,PASS,542405095,2025.4,2025.4,deployed_run_copy
Pro00137__PET_L10__bidirectional__r3,PHL7,Pro00137,10,bidirectional,3,pro00137_petl10_b200h200x32_binding001_20260627T181925Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,0.5572,partial,20-100,PRODUCTION_WARN,PASS,PASS,PASS,749098503,2025.4,2025.4,deployed_run_copy
Pro00137__PET_L10__head-side__r1,PHL7,Pro00137,10,head-side,1,pro00137_petl10_b200h200x32_binding001_20260627T181925Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,1.0000,retained,20-100,PRODUCTION_PASS,PASS,PASS,PASS,1275233224,2025.4,2025.4,deployed_run_copy
Pro00137__PET_L10__head-side__r2,PHL7,Pro00137,10,head-side,2,pro00137_petl10_b200h200x32_binding001_20260627T181925Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,0.3867,detached,20-100,PRODUCTION_FAIL,PASS,PASS,PASS,1729558185,2025.4,2025.4,deployed_run_copy
Pro00137__PET_L10__head-side__r3,PHL7,Pro00137,10,head-side,3,pro00137_petl10_b200h200x32_binding001_20260627T181925Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,0.9049,retained,20-100,PRODUCTION_PASS,PASS,PASS,PASS,884539198,2025.4,2025.4,deployed_run_copy
Pro00137__PET_L10__tail-side__r1,PHL7,Pro00137,10,tail-side,1,pro00137_petl10_b200h200x32_binding001_20260627T181925Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,0.0162,detached,20-100,PRODUCTION_FAIL,PASS,PASS,PASS,707929476,2025.4,2025.4,deployed_run_copy
Pro00137__PET_L10__tail-side__r2,PHL7,Pro00137,10,tail-side,2,pro00137_petl10_b200h200x32_binding001_20260627T181925Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,0.2032,detached,20-100,PRODUCTION_FAIL,PASS,PASS,PASS,2054008776,2025.4,2025.4,deployed_run_copy
Pro00137__PET_L10__tail-side__r3,PHL7,Pro00137,10,tail-side,3,pro00137_petl10_b200h200x32_binding001_20260627T181925Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,1.0000,retained,20-100,PRODUCTION_PASS,PASS,PASS,PASS,1523588713,2025.4,2025.4,deployed_run_copy
Pro00137__PET_L20__bidirectional__r1,PHL7,Pro00137,20,bidirectional,1,pro00137_petl20_b200h200x32_binding001_20260628T105714Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,0.3977,detached,20-100,PRODUCTION_FAIL,PASS,PASS,PASS,1558970763,2025.4,2025.4,deployed_run_copy
Pro00137__PET_L20__bidirectional__r2,PHL7,Pro00137,20,bidirectional,2,pro00137_petl20_b200h200x32_binding001_20260628T105714Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,1.0000,retained,20-100,PRODUCTION_PASS,PASS,PASS,PASS,515476026,2025.4,2025.4,deployed_run_copy
Pro00137__PET_L20__bidirectional__r3,PHL7,Pro00137,20,bidirectional,3,pro00137_petl20_b200h200x32_binding001_20260628T105714Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,0.4149,detached,20-100,PRODUCTION_FAIL,PASS,PASS,PASS,1648304097,2025.4,2025.4,deployed_run_copy
Pro00137__PET_L20__head-side__r1,PHL7,Pro00137,20,head-side,1,pro00137_petl20_b200h200x32_binding001_20260628T105714Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,0.5248,partial,20-100,PRODUCTION_WARN,PASS,PASS,PASS,211321263,2025.4,2025.4,deployed_run_copy
Pro00137__PET_L20__head-side__r2,PHL7,Pro00137,20,head-side,2,pro00137_petl20_b200h200x32_binding001_20260628T105714Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,0.5751,partial,20-100,PRODUCTION_WARN,PASS,PASS,PASS,612338452,2025.4,2025.4,deployed_run_copy
Pro00137__PET_L20__head-side__r3,PHL7,Pro00137,20,head-side,3,pro00137_petl20_b200h200x32_binding001_20260628T105714Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,0.0899,detached,20-100,PRODUCTION_FAIL,PASS,PASS,PASS,1761856670,2025.4,2025.4,deployed_run_copy
Pro00137__PET_L20__tail-side__r1,PHL7,Pro00137,20,tail-side,1,pro00137_petl20_b200h200x32_binding001_20260628T105714Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,0.0059,detached,20-100,PRODUCTION_FAIL,PASS,PASS,PASS,484237395,2025.4,2025.4,deployed_run_copy
Pro00137__PET_L20__tail-side__r2,PHL7,Pro00137,20,tail-side,2,pro00137_petl20_b200h200x32_binding001_20260628T105714Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,1.0000,retained,20-100,PRODUCTION_PASS,PASS,PASS,PASS,300646722,2025.4,2025.4,deployed_run_copy
Pro00137__PET_L20__tail-side__r3,PHL7,Pro00137,20,tail-side,3,pro00137_petl20_b200h200x32_binding001_20260628T105714Z,100.0,50000000,100.0,True,production log; trajectory frames not inspected,0.7307,partial,20-100,PRODUCTION_WARN,PASS,PASS,PASS,543270115,2025.4,2025.4,deployed_run_copy
